Date,Amount,Description,Category,Source
2019-04-19,-14.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-04-19,-66.26,CAFE PALOMA,Restaurant-Restaurant,AMEX DELTA
2019-04-19,-636.69,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-04-20,-16.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-04-20,-13.06,802 KENMORE KIDD VALLEY,Restaurant-Restaurant,AMEX DELTA
2019-04-20,-25.33,FLATSTICK PUB,Restaurant-Bar & Café,AMEX DELTA
2019-04-21,68.84,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-04-21,-11.81,802 KENMORE KIDD VALLEY,Restaurant-Restaurant,AMEX DELTA
2019-04-21,-17.99,OSTROMS DRUG & GIFT,Merchandise & Supplies-Pharmacies,AMEX DELTA
2019-04-21,-56.38,UNION 76 09438573   KENMORE             WA,Transportation-Fuel,AMEX DELTA
2019-04-22,-15.0,Zelle Payment: TO GUS MAIRS (XXX) XXX-7719 CONFIRMATION # 107694934,,MS CHECKING
2019-04-22,4000.0,Online Transfer: TRANSFER AS OF 04/21 CONFIRMATION # 107713237 FROM XXX-XX7145,,MS CHECKING
2019-04-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-04-23,-153.59,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-04-23,-68.84,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-04-27,-19.0,CAYMAN AIRWAYS LITTLE CYM,Airfare,CAPITAL ONE VISA
2019-04-27,-52.95,LITTLE CAYMAN BEACH,Lodging,CAPITAL ONE VISA
2019-04-27,-57.52,LITTLE CAYMAN BEACH,Lodging,CAPITAL ONE VISA
2019-04-28,-330.63,EQT*Premera Blue Cross: Sale,Bills & Utilities,CHASE UNITED VISA
2019-04-30,1.46,Interest Income: MORGAN STANLEY BANK N.A. (Period 04/01-04/30),,MS CHECKING
2019-05-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-05-01,2311.99,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-05-02,-2311.99,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-05-02,-24.2,DLTSKYCLBTLA17 49870007,Restaurant-Restaurant,AMEX DELTA
2019-05-02,-268.0,STIA PUBLIC PARKING,Other-Government Services,AMEX DELTA
2019-05-02,-9.88,HUNGRY HORSE,Dining,CAPITAL ONE VISA
2019-05-02,-30.0,TORTUGA RUM/AIRPORT,Merchandise,CAPITAL ONE VISA
2019-05-02,-17.26,COBALT COAST RESORT,Travel-Lodging,AMEX DELTA
2019-05-02,-2175.0,Check: DESIGN WEST MGT Check # 1156,,MS CHECKING
2019-05-03,-6.6,MCDONALD'S F11027: Sale,Food & Drink,CHASE UNITED VISA
2019-05-03,4.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-05-03,-8.8,AMAZON MUSIC*MZ1M199888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-05-03,-85.73,VERTIGO VAPOR: Sale,Shopping,CHASE UNITED VISA
2019-05-03,-50.0,USCUSTOMS TRUSTEDTRAVELER: Sale,Bills & Utilities,CHASE UNITED VISA
2019-05-04,-305.17,LOWES #02420*: Sale,Home,CHASE UNITED VISA
2019-05-04,-16.5,NETFIRMS,Other-Miscellaneous,AMEX DELTA
2019-05-04,-204.0,Cash Advance: 2731 77TH AVE SW MERCER ISLAND WA,,MS CHECKING
2019-05-04,-285.0,US PRACTICAL SHOOTING: Sale,Personal,CHASE UNITED VISA
2019-05-05,-7.23,THE VAPE MALL: Sale,Shopping,CHASE UNITED VISA
2019-05-05,-16.5,GOOGLE *HBO DIG SV I855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-05-06,-190.07,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-05-06,-6.45,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-05-06,-9.27,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-05-06,-8.97,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-05-06,-8.21,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-05-06,-1.99,GOOGLE *GOOGLE STORA855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-05-06,-8.8,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-06,-22.52,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-07,-70.02,ZANE &amp; WYLIES SEATTLE STE: Sale,Food & Drink,CHASE UNITED VISA
2019-05-07,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-05-07,-54.0,TST* ROB ROY: Sale,Food & Drink,CHASE UNITED VISA
2019-05-07,-17.29,TST* SALUMI ARTISAN CURED: Sale,Food & Drink,CHASE UNITED VISA
2019-05-07,-16.0,IPM FGI CP: Sale,Travel,CHASE UNITED VISA
2019-05-08,-12.64,MAIN ST GYROS: Sale,Food & Drink,CHASE UNITED VISA
2019-05-08,-16.0,IPM FGI CP: Sale,Travel,CHASE UNITED VISA
2019-05-08,-224.25,Astound Broadband,Communications-Cable & Internet Comm,AMEX DELTA
2019-05-08,-27.5,FEDERAL WAY INDOOR RANGE,Merchandise,CAPITAL ONE VISA
2019-05-09,-49.49,Amazon.com*MN4J90JS1: Sale,Shopping,CHASE UNITED VISA
2019-05-09,-23.65,VINCE'S ITALIAN RESTAU: Sale,Food & Drink,CHASE UNITED VISA
2019-05-09,-9.34,Amazon.com*MN46Z0TG1: Sale,Shopping,CHASE UNITED VISA
2019-05-09,-98.79,Amazon.com*MN2I614V0: Sale,Shopping,CHASE UNITED VISA
2019-05-09,-11.71,SQ *GRAND CENTRAL BAKERY: Sale,Food & Drink,CHASE UNITED VISA
2019-05-09,-129.14,BENSTOEGERPROSHOP COM: Sale,Shopping,CHASE UNITED VISA
2019-05-09,-70.44,FLOWER SHOP NETWORK: Sale,Shopping,CHASE UNITED VISA
2019-05-10,-189.18,HFT*HARBOR FRGHT TOOLS: Sale,Home,CHASE UNITED VISA
2019-05-10,-467.82,AMZN Mktp US*MN75S4L10: Sale,Shopping,CHASE UNITED VISA
2019-05-10,-8.89,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-05-10,-16.0,IPM FGI CP: Sale,Travel,CHASE UNITED VISA
2019-05-10,-166.51,TST* STAPLE &amp; FANCY: Sale,Food & Drink,CHASE UNITED VISA
2019-05-11,-5.98,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-05-11,-73.38,OCHO: Sale,Food & Drink,CHASE UNITED VISA
2019-05-11,-43.3,QFC 5839: Sale,Groceries,CHASE UNITED VISA
2019-05-12,-30.14,BOBS BURGERS  BREW - PUYA: Sale,Food & Drink,CHASE UNITED VISA
2019-05-13,-95.11,REPUBLIC SERVICES TRASH: Sale,Bills & Utilities,CHASE UNITED VISA
2019-05-14,-95.43,STATE FARM  INSURANCE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-05-14,-36.78,IPM - LOT HT - HAWK TOWER: Sale,Travel,CHASE UNITED VISA
2019-05-14,-134.76,PURPLE CAFE WINE BAR SEA: Sale,Food & Drink,CHASE UNITED VISA
2019-05-14,-16.0,IPM FGI CP: Sale,Travel,CHASE UNITED VISA
2019-05-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-05-15,1066.8,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-05-16,-15.61,MADRONA ARMS: Sale,Food & Drink,CHASE UNITED VISA
2019-05-16,-1066.8,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-05-16,-21.19,TUSCAN STONE PIZZA (ME: Sale,Food & Drink,CHASE UNITED VISA
2019-05-17,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-17,-45.91,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-17,-75.07,AMZN Mktp US*MN80F9142: Sale,Shopping,CHASE UNITED VISA
2019-05-17,-47.31,AMZN Mktp US*MN1WM2511: Sale,Shopping,CHASE UNITED VISA
2019-05-17,-136.02,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-05-18,636.42,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-05-19,-34.26,TST* HOPS N DROPS - SMOKE: Sale,Food & Drink,CHASE UNITED VISA
2019-05-20,-50.0,Check: JUSTIN CHU Check # 1157,,MS CHECKING
2019-05-20,-593.33,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-20,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-20,-1402.82,DILLON PRECISION PRODUCTS: Sale,Shopping,CHASE UNITED VISA
2019-05-21,-32.5,SIFF: Sale,Entertainment,CHASE UNITED VISA
2019-05-21,-636.42,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-05-21,-55.0,SIFF: Sale,Entertainment,CHASE UNITED VISA
2019-05-21,-105.5,TECHWEARUSA: Sale,Shopping,CHASE UNITED VISA
2019-05-21,-8.0,LAZ PARKING 780500 SEATTLE WA,,CITI COSTCO VISA
2019-05-21,139.43,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-05-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-05-22,-139.43,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-05-22,-27.5,FEDERAL WAY INDOOR RANGE,Merchandise,CAPITAL ONE VISA
2019-05-22,-8.42,CHICK-FIL-A #03392: Sale,Food & Drink,CHASE UNITED VISA
2019-05-23,-104.75,AMZN Mktp US*MN0O978U0: Sale,Shopping,CHASE UNITED VISA
2019-05-23,-51.34,MARQUEEN HOTEL: Sale,Food & Drink,CHASE UNITED VISA
2019-05-23,-10.0,LAZ PARKING 280403: Sale,Travel,CHASE UNITED VISA
2019-05-23,-180.11,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-05-23,-160.0,DAN SERVICES,Other-Charities,AMEX DELTA
2019-05-24,-12.0,AMPCO - SECOND &amp; JAMES GA: Sale,Travel,CHASE UNITED VISA
2019-05-24,-17.72,SQ *TAT'S DELICATESSEN IN: Sale,Food & Drink,CHASE UNITED VISA
2019-05-24,-312.61,Check: CITY OF MERCER ISLAND Check # 1159,,MS CHECKING
2019-05-25,-23.39,FLATSTICK PUB LLC: Sale,Food & Drink,CHASE UNITED VISA
2019-05-26,-39.17,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-26,-44.99,DIN TAI FUNG PACIFIC PLAC: Sale,Food & Drink,CHASE UNITED VISA
2019-05-26,-10.0,LAZ PARKING 780107: Sale,Travel,CHASE UNITED VISA
2019-05-26,-11.96,0880 AMC PACIFIC PLACE: Sale,Entertainment,CHASE UNITED VISA
2019-05-26,-86.43,LOWES #00004*: Sale,Home,CHASE UNITED VISA
2019-05-26,-199.99,PADDLE.NET* REALPYTHON: Sale,Shopping,CHASE UNITED VISA
2019-05-26,-8.8,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-05-26,-13.85,0880 AMC PACIFIC PLACE: Sale,Entertainment,CHASE UNITED VISA
2019-05-27,-11.5,SQ *FREMONT BREWING COMPA: Sale,Food & Drink,CHASE UNITED VISA
2019-05-27,-38.2,TUTTA BELLA STONE WAY: Sale,Food & Drink,CHASE UNITED VISA
2019-05-27,-13.8,SQ *FREMONT BREWING COMPA: Sale,Food & Drink,CHASE UNITED VISA
2019-05-28,-17.99,OSTROMS DRUG &amp; GIFT: Sale,Health & Wellness,CHASE UNITED VISA
2019-05-28,-32.5,SIFF: Sale,Entertainment,CHASE UNITED VISA
2019-05-28,-12.64,802 KENMORE KIDD VALLEY: Sale,Food & Drink,CHASE UNITED VISA
2019-05-28,-330.63,EQT*Premera Blue Cross: Sale,Bills & Utilities,CHASE UNITED VISA
2019-05-28,-5.58,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-05-29,-13.8,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-05-29,-29.49,VIA TRIBUNALI CAPITOL HIL: Sale,Food & Drink,CHASE UNITED VISA
2019-05-30,-18.0,WSCC PFD PARKING: Sale,Travel,CHASE UNITED VISA
2019-05-30,15000.0,CASH TRANSFER: FUNDS TRANSFERRED CONFIRMATION # 109942871 FROM XXX-XX7145,,MS CHECKING
2019-05-30,-2.17,SDOT PAYBYPHONE PARKING,Gas/Automotive,CAPITAL ONE VISA
2019-05-30,327.0,Direct Deposit: DIRECT DEP FUNDS RECVD IRS TREAS 310 TAX REF,,MS CHECKING
2019-05-31,-37.25,AMZN Mktp US*M63XA64E1: Sale,Shopping,CHASE UNITED VISA
2019-05-31,1.04,Interest Income: MORGAN STANLEY BANK N.A. (Period 05/01-05/31),,MS CHECKING
2019-05-31,-8.15,Amazon.com*MN0SC89W0: Sale,Shopping,CHASE UNITED VISA
2019-06-01,-14.8,WSFERRIES-SOUTHWORTH: Sale,Travel,CHASE UNITED VISA
2019-06-01,-2.98,AMZN Mktp US*M65VJ1L01: Sale,Shopping,CHASE UNITED VISA
2019-06-01,-15.81,SQ *DENTED BUOY PIZZA INC: Sale,Food & Drink,CHASE UNITED VISA
2019-06-01,1442.41,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-06-01,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-06-02,-2.84,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-02,-43.66,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-02,-146.99,THE HOME DEPOT 4702: Sale,Home,CHASE UNITED VISA
2019-06-02,16.5,NETFIRMS            (866)539-2854       MA,Other-Miscellaneous,AMEX DELTA
2019-06-02,-239.94,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-03,-8.79,AMAZON MUSIC*M694L8F888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-06-03,-1442.41,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-06-03,-105.0,U.S. PRACTICAL SHOOTING: Sale,Gifts & Donations,CHASE UNITED VISA
2019-06-03,-89.55,PUGET SOUND ENERGY: Sale,Bills & Utilities,CHASE UNITED VISA
2019-06-04,-5.0,SQ *FREMONT BREWING COMPA: Sale,Food & Drink,CHASE UNITED VISA
2019-06-04,-43.99,Amazon.com*M644J9T11: Sale,Shopping,CHASE UNITED VISA
2019-06-04,-11.99,AMZN Mktp US*M620V8482: Sale,Shopping,CHASE UNITED VISA
2019-06-04,-117.04,AMZN Mktp US*M63972L52: Sale,Shopping,CHASE UNITED VISA
2019-06-04,-15.06,AMZN Mktp US*M65N70FU2: Sale,Shopping,CHASE UNITED VISA
2019-06-05,-67.6,THE BRIDGE: Sale,Food & Drink,CHASE UNITED VISA
2019-06-05,-61.75,TANGLETOWN PUBLIC HOUSE: Sale,Food & Drink,CHASE UNITED VISA
2019-06-05,-16.5,GOOGLE *HBO DIG SV I855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-06-05,-30.23,AMZN Mktp US*M64C220D1: Sale,Shopping,CHASE UNITED VISA
2019-06-06,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-06-06,-14.35,USPS.COM CLICKNSHIP: Sale,Shopping,CHASE UNITED VISA
2019-06-06,-36.82,LOWES #00004*: Sale,Home,CHASE UNITED VISA
2019-06-06,-5.5,SQ *LOWES ON RAINIE: Sale,Food & Drink,CHASE UNITED VISA
2019-06-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-06-07,-1.99,GOOGLE*GOOGLE STORAG G.CO HELPPAY#,Business Services-Internet Services,AMEX DELTA
2019-06-07,-32.99,Amazon.com*M69GR4LW0: Sale,Shopping,CHASE UNITED VISA
2019-06-07,-13.96,AMZN Mktp US*M66WT2A62: Sale,Shopping,CHASE UNITED VISA
2019-06-07,-18.3,LOWES #02420*: Sale,Home,CHASE UNITED VISA
2019-06-07,-116.84,AMZN Mktp US*M66H70LP0: Sale,Shopping,CHASE UNITED VISA
2019-06-08,-15.2,HOLLYWOOD TAVERN: Sale,Food & Drink,CHASE UNITED VISA
2019-06-08,-2.46,AMZN Mktp US*M64A13A12: Sale,Shopping,CHASE UNITED VISA
2019-06-09,-39.58,AMZN Mktp US*M692J2E62: Sale,Shopping,CHASE UNITED VISA
2019-06-09,-48.46,AMZN Mktp US*M63C72E62: Sale,Shopping,CHASE UNITED VISA
2019-06-09,-26.0,PBPSA USPSA: Sale,Shopping,CHASE UNITED VISA
2019-06-09,-29.69,BOBS BURGERS  BREW - PUYA: Sale,Food & Drink,CHASE UNITED VISA
2019-06-11,-13.65,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-11,-13.52,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-11,-14.42,AMZN Mktp US*M613P8MT1: Sale,Shopping,CHASE UNITED VISA
2019-06-11,-180.0,MADRONA FAMILY DENTAL: Sale,Health & Wellness,CHASE UNITED VISA
2019-06-11,-14.31,SIREN STORE 50621: Sale,Food & Drink,CHASE UNITED VISA
2019-06-13,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-06-13,-26.05,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-06-14,3221.85,AUTOMATIC PAYMENT - THANK: Payment,,CHASE UNITED VISA
2019-06-14,-9.34,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-14,-60.39,VERTIGO VAPOR: Sale,Shopping,CHASE UNITED VISA
2019-06-15,-14.3,NETFLIX.COM         866-579-7172        CA,Communications-Mobile Telecom,AMEX DELTA
2019-06-15,-8.89,PAYBYPHONE DIAMOND PAR,Gas/Automotive,CAPITAL ONE VISA
2019-06-15,-61.47,TST* MARINE HARDWARE: Sale,Food & Drink,CHASE UNITED VISA
2019-06-16,-30.0,RING.COM,Merchandise & Supplies-Wholesale Stores,AMEX DELTA
2019-06-16,-110.0,CUSTER SPORTSMENS CLUB,Entertainment-Associations,AMEX DELTA
2019-06-16,-2.96,MCDONALD'S F19349,Dining,CAPITAL ONE VISA
2019-06-16,-47.42,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-16,-8.8,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-17,-153.95,DILLON PRECISION PRODUCTS: Sale,Shopping,CHASE UNITED VISA
2019-06-17,-21.75,TUSCAN STONE PIZZA (ME: Sale,Food & Drink,CHASE UNITED VISA
2019-06-17,-3221.85,Automated Payment: CHASE CREDIT CRD AUTOPAY CHK ACCT ENDING IN 2622,,MS CHECKING
2019-06-18,-10.02,Burger King,Restaurant-Bar & Café,AMEX DELTA
2019-06-18,-13.64,FLATSTICK PUB,Restaurant-Bar & Café,AMEX DELTA
2019-06-18,-4.0,MCDONALD'S F11916: Sale,Food & Drink,CHASE UNITED VISA
2019-06-18,876.21,AUTOPAY 999990000082565RAUTOPAY AUTO-PMT,,CITI COSTCO VISA
2019-06-18,-126.03,STATE FARM INSURANCEBLOOMINGTON         IL,Business Services-Insurance Services,AMEX DELTA
2019-06-19,-2175.0,Check: DESIGN WEST MGMT Check # 1158,,MS CHECKING
2019-06-19,-876.21,Automated Payment: CITI AUTOPAY PAYMENT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-06-19,-16.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-06-19,-45.04,ARCO#83043ARCO GREENBEND                OR,Transportation-Fuel,AMEX DELTA
2019-06-19,-40.33,WORTHY BREWING CO,Restaurant-Restaurant,AMEX DELTA
2019-06-19,-4.79,SAFEWAY,Merchandise & Supplies-Groceries,AMEX DELTA
2019-06-20,-51.0,BONEYARD PUB,Restaurant-Bar & Café,AMEX DELTA
2019-06-21,-12.41,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-21,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-06-21,1815.02,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-06-21,245.67,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,CAPITAL ONE VISA
2019-06-21,-3.0,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-21,-7.03,SAFEWAY,Merchandise & Supplies-Groceries,AMEX DELTA
2019-06-22,-114.95,U-HAUL MOVING & STORAGE OF BURIEN,Other-Miscellaneous,AMEX DELTA
2019-06-22,-6.19,McDonald's,Restaurant-Bar & Café,AMEX DELTA
2019-06-22,-23.75,WORTHY BREWING CO,Restaurant-Restaurant,AMEX DELTA
2019-06-23,-123.54,VZW APOCC           800-922-0204        FL,Communications-Mobile Telecom,AMEX DELTA
2019-06-23,-6.19,MCDONALD'S F12712,Dining,CAPITAL ONE VISA
2019-06-23,-8.94,MCDONALD'S F11411,Dining,CAPITAL ONE VISA
2019-06-24,-7.97,LYFT,Transportation-Taxis & Coach,AMEX DELTA
2019-06-24,-245.67,Automated Payment: CAPITAL ONE CRCARDPMT CHK ACCT ENDING IN 2622,,MS CHECKING
2019-06-24,-44.77,CHEVRON 0305492,Gas/Automotive,CAPITAL ONE VISA
2019-06-25,-37.35,SQ *BAD JIMMY'S BRE,Dining,CAPITAL ONE VISA
2019-06-25,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-06-25,-16.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-06-25,400.0,Mobile Deposit: FUNDS RECEIVED CONFIRM#3200002223358,,MS CHECKING
2019-06-25,-141.46,HOTELSCOM16025121449HOTELS.COM          WA,Travel-Travel Agencies,AMEX DELTA
2019-06-26,-40.06,Automated Payment: PUGET SOUND ENER ONLINE PMT MORGAN STANLEY PAYMENTS,,MS CHECKING
2019-06-26,-44.0,BENNETT'S BISTRO,Restaurant-Restaurant,AMEX DELTA
2019-06-26,-14.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-06-27,-22.63,EXXONMOBIL FUEL OUTS(800) 243-9966      MO,Transportation-Fuel,AMEX DELTA
2019-06-27,3.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-06-27,-103.0,Cash Advance: US BANK STARBUCKS SEATTLE WA,,MS CHECKING
2019-06-27,-16.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-06-28,-25.0,STARBUCKS: Sale,Food & Drink,CHASE UNITED VISA
2019-06-28,-56.76,JOEYS RESTAURANT (SOUT,Dining,CAPITAL ONE VISA
2019-06-28,2.18,Interest Income: MORGAN STANLEY BANK N.A. (Period 06/01-06/30),,MS CHECKING
2019-06-28,-16.0,IPM FGI CP,Transportation-Parking Charges,AMEX DELTA
2019-06-28,-330.63,EQT*Premera Blue Cross: Sale,Bills & Utilities,CHASE UNITED VISA
2019-06-29,-11.81,802 KENMORE KIDD VALLEY,Dining,CAPITAL ONE VISA
2019-06-29,-305.03,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-29,-31.07,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-06-29,-17.99,OSTROMS DRUG & GIFT,Merchandise & Supplies-Pharmacies,AMEX DELTA
2019-06-30,-309.0,MIDWAYUSA COM: Sale,Shopping,CHASE UNITED VISA
2019-06-30,-58.62,AMZN Mktp US*MH0SS6EV1: Sale,Shopping,CHASE UNITED VISA
2019-06-30,-5.0,DIGITALOCEAN.COM,Merchandise & Supplies-Computer Supplies,AMEX DELTA
2019-06-30,-48.63,ROANOKE INN,Restaurant-Bar & Café,AMEX DELTA
2019-06-30,-43.91,Etsy.com - Multiple Shops: Sale,Shopping,CHASE UNITED VISA
2019-07-01,-757.73,DILLON PRECISION PRODUCTS: Sale,Shopping,CHASE UNITED VISA
2019-07-01,-20.89,AMZN Mktp US*MH8L10ZC2: Sale,Shopping,CHASE UNITED VISA
2019-07-01,521.65,AUTOPAY PAYMENT - THANK YOU,,AMEX DELTA
2019-07-02,-82.77,DILLON PRECISION PRODUCTS: Sale,Shopping,CHASE UNITED VISA
2019-07-02,-7.13,MCDONALD'S M6588 OF WA,Dining,CAPITAL ONE VISA
2019-07-02,-521.65,Automated Payment: AMEX EPAYMENT ACH PMT CHK ACCT ENDING IN 7180,,MS CHECKING
2019-07-02,36.0,KEY BANK            SNOHOMISH           WA,Other-Charities,AMEX DELTA
2019-07-02,-36.0,KEY BANK,Other-Charities,AMEX DELTA
2019-07-03,-8.79,AMAZON MUSIC*MH8QS2X888-802-3080        WA,Merchandise & Supplies-Internet Purchase,AMEX DELTA
2019-07-04,-16.01,PAYPAL *DILLNUPGRDS,Business Services-Professional Services,AMEX DELTA
2019-07-04,-72.11,SILVER TRAY,Restaurant-Restaurant,AMEX DELTA
2019-07-04,-1.6,EBAY INC,Communications-Other Telecom,AMEX DELTA
2019-07-04,-9.01,McDonald's,Restaurant-Bar & Café,AMEX DELTA
2019-07-04,-46.17,NEW SEASONS,Merchandise & Supplies-Groceries,AMEX DELTA
2019-07-04,-61.0,SP * INLINE FABRICATIO: Sale,Shopping,CHASE UNITED VISA
2019-07-05,-16.5,GOOGLE *HBO DIG SV I855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-07-05,2740.36,Direct Deposit: DIRECT DEP FUNDS RECVD NEAL ANALYTICS L DIRECT DEP,,MS CHECKING
2019-07-05,-204.0,Cash Advance: 2731 77TH AVE SW MERCER ISLAND WA,,MS CHECKING
2019-07-05,4.0,Service Fee Adj: ATM FEE REVERSAL,,MS CHECKING
2019-07-05,-12.0,DAMAN`S BAR & GRILL,Dining,CAPITAL ONE VISA
2019-07-05,-22.75,TUSCAN STONE PIZZA (ME: Sale,Food & Drink,CHASE UNITED VISA
2019-07-06,-9.9,COMPLETE ID 855-591-0202 TX,,CITI COSTCO VISA
2019-07-06,-96.3,COSTCO WHSE #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-06,-53.55,COSTCO GAS #0001 SEATTLE WA,,CITI COSTCO VISA
2019-07-06,-1.99,GOOGLE *GOOGLE STORA855-836-3987        CA,Business Services-Internet Services,AMEX DELTA
2019-07-06,-30.46,NEW SEASONS,Merchandise & Supplies-Groceries,AMEX DELTA
2019-07-06,-65.0,CENTURYLINK SIMPLE: Sale,Bills & Utilities,CHASE UNITED VISA
2019-07-06,-147.84,HOTELSCOM16067399127HOTELS.COM          WA,Travel-Travel Agencies,AMEX DELTA
2019-07-07,-23.86,Walmart Supercenter,Merchandise & Supplies-Wholesale Stores,AMEX DELTA
2019-07-07,-7.2,MCDONALD'S F14635,Dining,CAPITAL ONE VISA
2019-07-08,-90.87,AMZN Mktp US*MH3Y98B61: Sale,Shopping,CHASE UNITED VISA
