For Account:,####7090

TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description
03/27/20,Sold,EQ,UVXY,-154,10063.65,65.35,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/27/20,Bought,EQ,SPY,8,-2072.72,259.0899,0,SPDR S&P 500 ETF TRUST        PROSPECTUS ON INITIAL PURCHASE
03/27/20,Bought,EQ,CVX,28,-1976.24,70.58,0,CHEVRON CORPORATION
03/27/20,Dividend,EQ,BP,0,-0.15,0,0,***BP P L C SPONSORED ADR     (FRM BP AMOCO PLC)            
03/27/20,Dividend,EQ,BP,0,18.9,0,0,***BP P L C SPONSORED ADR     (FRM BP AMOCO PLC)            
03/26/20,Bought,EQ,UVXY,33,-2059.27,62.4021,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/26/20,Bought,EQ,UVXY,26,-1655.94,63.69,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/26/20,Bought,EQ,UVXY,40,-2398.8,59.97,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/26/20,Bought,EQ,UVXY,25,-1647.5,65.9,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/26/20,Bought,EQ,UVXY,30,-1779.75,59.325,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/26/20,Interest,BOND,00099A109,0,0.11,0,0,INTEREST ON CASH BALANCE      AT  0.009% 02/26 THRU 03/25   
03/25/20,Sold,EQ,UVXY,-137,9107.53,66.48,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/25/20,Dividend,EQ,22539T290,0,30.6,0,0,***CREDIT SUISSE AG           CREDIT SUISSE X LNKS MNTHLY PY
03/24/20,Bought,EQ,UVXY,40,-1974,49.3501,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/23/20,Bought,EQ,UVXY,24,-1903.92,79.33,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/23/20,Bought,EQ,UVXY,24,-1994.88,83.12,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/23/20,Bought,EQ,UVXY,24,-2026.9,84.4542,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/23/20,Bought,EQ,UVXY,25,-1776.63,71.065,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/23/20,Dividend,EQ,RDS.A,0,-1.86,0,0,***ROYAL DUTCH Foreign Stk W/HSPONSORED ADR REPSTG A SHS    
03/23/20,Dividend,EQ,RDS.A,0,12.43,0,0,***ROYAL DUTCH SHELL PLC      SPONSORED ADR REPSTG A SHS    
03/23/20,Dividend,EQ,RDS.B,0,14.1,0,0,***ROYAL DUTCH SHELL PLC      SPONSORED ADR REPSTG B SHS    
03/20/20,Bought,EQ,UVXY,23,-2003.3,87.1,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Sold,EQ,CCL,-100,1082.96,10.83,0,***CARNIVAL CORP              COMMON PAIRED STOCK
03/20/20,Bought,EQ,UVXY,24,-2215.38,92.3077,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Bought,EQ,UVXY,32,-2344.73,73.2729,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Bought,EQ,UVXY,20,-1538,76.9,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Bought,EQ,UVXY,25,-1925.13,77.0053,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Bought,EQ,UVXY,24,-1887.84,78.6599,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Sold,EQ,UVXY,-173,16110.25,93.125,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/20/20,Bought,EQ,UVXY,25,-2027.5,81.1,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/19/20,Sold,EQ,UVXY,-26,2446.54,94.1,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/19/20,Bought,EQ,UVXY,26,-2405.65,92.525,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/18/20,Bought,EQ,MCD,7,-939.85,134.2645,0,MCDONALDS CORP
03/18/20,Bought,EQ,BOND,9,-907.5,100.8332,0,PIMCO ACTIVE BOND EXCHANGE    TRADED FUND                   
03/18/20,Bought,EQ,AMZN,1,-1790.3,1790.3,0,AMAZON.COM INC
03/18/20,Bought,EQ,ZM,9,-1042.2,115.8,0,ZOOM VIDEO COMMUNICATIONS INC CLASS A COMMON STOCK
03/16/20,Bought,EQ,CCL,100,-1606,16.06,0,***CARNIVAL CORP              COMMON PAIRED STOCK
03/16/20,Bought,EQ,MCD,12,-1897.2,158.1,0,MCDONALDS CORP
03/16/20,Sold,EQ,UVXY,-136,10652.62,78.33,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/16/20,Bought,EQ,AMZN,1,-1718.39,1718.39,0,AMAZON.COM INC
03/13/20,Sold,EQ,CCL,-21,357.8,17.0386,0,***CARNIVAL CORP              COMMON PAIRED STOCK
03/13/20,Sold,EQ,RDS.B,-15,414.22,27.615,0,***ROYAL DUTCH SHELL PLC      SPONSORED ADR REPSTG B SHS
03/13/20,Sold,EQ,RDS.A,-0.22584,6.52,28.89,0,***ROYAL DUTCH SHELL PLC      SPONSORED ADR REPSTG A SHS
03/13/20,Sold,EQ,RDS.A,-13,375.63,28.895,0,***ROYAL DUTCH SHELL PLC      SPONSORED ADR REPSTG A SHS
03/13/20,Sold,EQ,BP,-30,633.58,21.12,0,***BP P L C SPONSORED ADR     (FRM BP AMOCO PLC)
03/13/20,Bought,EQ,UVXY,52,-2979.6,57.3,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/13/20,Bought,EQ,UVXY,15,-955.5,63.7,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/13/20,Sold,EQ,CVX,-10,762.88,76.29,0,CHEVRON CORPORATION
03/13/20,Bought,EQ,UVXY,1,-58.38,58.38,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/13/20,Bought,EQ,UVXY,43,-2511.2,58.4,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/13/20,Sold,EQ,IBM,-9,941.39,104.6018,0,INTERNATIONAL BUSINESS        MACHINES CORP
03/13/20,Sold,EQ,TTD,-9,1729.76,192.2,0,TRADE DESK INC (THE)          CLASS A COMMON STOCK
03/13/20,Sold,EQ,MSFT,-7,1012.17,144.6,0,MICROSOFT CORP
03/13/20,Sold,EQ,HPQ,-54,948.93,17.5736,0,HP INC                        COM
03/13/20,Sold,EQ,FB,-6,968.37,161.4,0,FACEBOOK INC                  CL A
03/13/20,Sold,EQ,AMZN,-2,3444.72,1722.4,0,AMAZON.COM INC
03/13/20,Sold,EQ,AMLP,-351,1408.38,4.0127,0,ALPS ETF TR ALERIAN MLP
03/13/20,Bought,EQ,UVXY,25,-1537.5,61.5,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/13/20,Sold,EQ,AMJL,-140,288.37,2.06,0,***CREDIT SUISSE AG           CREDIT SUISSE X LNKS MNTHLY PY
03/12/20,Bought,EQ,CCL,21,-387.59,18.4569,0,***CARNIVAL CORP              COMMON PAIRED STOCK
03/12/20,Sold,EQ,UVXY,-32,2017.14,63.0372,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/12/20,Sold,EQ,EA,-9,878.38,97.6,0,ELECTRONIC ARTS INC
03/12/20,Sold,EQ,GOOG,-1,1158.07,1158.1,0,ALPHABET INC                  CLASS C CAPITAL STOCK
03/12/20,Sold,EQ,BZUN,-30,879.28,29.31,0,***BAOZUN INC                 AMERICAN DEPOSITARY SHARES
03/12/20,Bought,EQ,UVXY,32,-1987.66,62.1145,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/12/20,Sold,EQ,BA,-8,1334.29,166.79,0,BOEING CO
03/11/20,Bought,EQ,MSFT,7,-1062.67,151.81,0,MICROSOFT CORP
03/10/20,Dividend,EQ,IBM,0,14.58,0,0,INTERNATIONAL BUSINESS        MACHINES CORP                 
03/10/20,Dividend,EQ,CVX,0,12.9,0,0,CHEVRON CORPORATION           CASH DIV  ON      10 SHS      
03/06/20,Dividend,EQ,BA,0,16.44,0,0,BOEING CO                     CASH DIV  ON       8 SHS      
03/05/20,Dividend,EQ,BOND,0,8.12,0,0,PIMCO ACTIVE BOND EXCHANGE    TRADED FUND                   
03/03/20,Sold,EQ,UVXY,-129,3060.83,23.7281,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
03/02/20,Bought,EQ,UVXY,129,-2964.42,22.98,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
02/27/20,Bought,EQ,FB,6,-1166.64,194.44,0,FACEBOOK INC                  CL A
02/27/20,Bought,EQ,UVXY,99,-1973.48,19.9341,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
02/27/20,Sold,EQ,UVXY,-99,2055.18,20.76,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
02/26/20,Interest,BOND,00099A109,0,0.1,0,0,INTEREST ON CASH BALANCE      AT  0.009% 01/26 THRU 02/25   
02/24/20,Dividend,EQ,AMJL,0,28.83,0,0,***CREDIT SUISSE AG           CREDIT SUISSE X LNKS MNTHLY PY
02/21/20,Bought,EQ,AMZN,1,-2118.87,2118.8671,0,AMAZON.COM INC
02/20/20,Sold,EQ,UVXY,-316,3458.97,10.9465,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
02/20/20,Dividend,EQ,AMLP,0,66.69,0,0,ALPS ETF TR ALERIAN MLP       CASH DIV  ON     351 SHS      
02/13/20,Sold,EQ,RDFN,-40,1165.17,29.13,0,REDFIN CORPORATION            COMMON STOCK
02/11/20,Bought,EQ,UVXY,316,-3501.28,11.08,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
02/06/20,Dividend,EQ,BOND,0,8.12,0,0,PIMCO ACTIVE BOND EXCHANGE    TRADED FUND                   
02/04/20,Bought,EQ,BA,5,-1590.65,318.13,0,BOEING CO
01/27/20,Interest,BOND,00099A109,0,0.12,0,0,INTEREST ON CASH BALANCE      AT  0.009% 12/26 THRU 01/25   
01/13/20,Bought,EQ,BA,3,-999.6,333.1999,0,BOEING CO
01/03/20,Dividend,EQ,BOND,0,2.9,0,0,PIMCO ACTIVE BOND EXCHANGE    TRADED FUND                   
01/02/20,Bought,EQ,BOND,18,-1945.53,108.085,0,PIMCO ACTIVE BOND EXCHANGE    TRADED FUND                   
01/02/20,Sold,EQ,UVXY,-234,2853.21,12.1936,0,PROSHARES TRUST II            PROSHARES ULTRA VIX SHORT TERM
01/02/20,Dividend,EQ,HPQ,0,9.51,0,0,HP INC                        COM                           



